Bowler,Venue,wickets_taken,runs_conceded,balls_bowled,economy_rate
DP Vijaykumar,MA Chidambaram Stadium,1,17,18,5.666666666666667
DP Vijaykumar,Punjab Cricket Association Stadium,0,24,12,12.0
DP Vijaykumar,Rajiv Gandhi International Stadium,2,106,74,8.594594594594595
DP Vijaykumar,Sawai Mansingh Stadium,0,10,6,10.0
DR Sams,Brabourne Stadium,1,75,42,10.714285714285714
DR Sams,Dr DY Patil Sports Academy,6,120,96,7.5
DR Sams,Dubai International Cricket Stadium,0,74,48,9.25
DR Sams,Maharashtra Cricket Association Stadium,1,50,18,16.666666666666668
DR Sams,Narendra Modi Stadium,1,39,36,6.5
DR Sams,Sheikh Zayed Stadium,0,40,24,10.0
DR Sams,Wankhede Stadium,6,125,96,7.8125
DR Smith,Barabati Stadium,1,36,18,12.0
DR Smith,Buffalo Park,0,21,12,10.5
DR Smith,De Beers Diamond Oval,0,4,6,4.0
DR Smith,Eden Gardens,3,77,60,7.7
DR Smith,Feroz Shah Kotla,3,121,66,11.0
DR Smith,Green Park,6,62,54,6.888888888888889
DR Smith,Kingsmead,1,57,42,8.142857142857142
DR Smith,M Chinnaswamy Stadium,3,69,54,7.666666666666667
DR Smith,Maharashtra Cricket Association Stadium,0,26,18,8.666666666666666
DR Smith,Rajiv Gandhi International Stadium,0,15,6,15.0
DR Smith,Saurashtra Cricket Association Stadium,2,80,42,11.428571428571429
DR Smith,Sawai Mansingh Stadium,0,29,24,7.25
DR Smith,Sharjah Cricket Stadium,1,11,12,5.5
DR Smith,Sheikh Zayed Stadium,2,39,24,9.75
DR Smith,St George's Park,0,21,12,10.5
DR Smith,SuperSport Park,0,21,12,10.5
DR Smith,Vidarbha Cricket Association Stadium,1,36,23,9.391304347826086
DR Smith,Wankhede Stadium,4,85,54,9.444444444444445
DS Kulkarni,Arun Jaitley Stadium,1,85,42,12.142857142857142
DS Kulkarni,Brabourne Stadium,4,98,60,9.8
DS Kulkarni,Buffalo Park,0,9,18,3.0
DS Kulkarni,Dr DY Patil Sports Academy,5,67,65,6.184615384615384
DS Kulkarni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,9,18,3.0
DS Kulkarni,Dubai International Cricket Stadium,0,18,18,6.0
DS Kulkarni,Eden Gardens,1,68,54,7.555555555555555
DS Kulkarni,Feroz Shah Kotla,4,113,90,7.533333333333333
DS Kulkarni,Green Park,5,105,72,8.75
DS Kulkarni,Himachal Pradesh Cricket Association Stadium,0,12,4,18.0
DS Kulkarni,Kingsmead,0,47,30,9.4
DS Kulkarni,M Chinnaswamy Stadium,8,127,84,9.071428571428571
DS Kulkarni,M.Chinnaswamy Stadium,0,14,6,14.0
DS Kulkarni,MA Chidambaram Stadium,2,62,42,8.857142857142858
DS Kulkarni,Maharashtra Cricket Association Stadium,3,74,60,7.4
DS Kulkarni,Punjab Cricket Association IS Bindra Stadium,2,61,48,7.625
DS Kulkarni,Punjab Cricket Association Stadium,3,62,36,10.333333333333334
DS Kulkarni,Rajiv Gandhi International Stadium,3,105,83,7.590361445783132
DS Kulkarni,Sardar Patel Stadium,2,111,102,6.529411764705882
DS Kulkarni,Saurashtra Cricket Association Stadium,3,179,107,10.037383177570094
DS Kulkarni,Sawai Mansingh Stadium,9,317,222,8.567567567567568
DS Kulkarni,Sharjah Cricket Stadium,1,72,42,10.285714285714286
DS Kulkarni,Sheikh Zayed Stadium,2,23,24,5.75
DS Kulkarni,St George's Park,2,69,48,8.625
DS Kulkarni,SuperSport Park,3,81,60,8.1
DS Kulkarni,Wankhede Stadium,25,450,328,8.231707317073171
DT Christian,Arun Jaitley Stadium,1,17,18,5.666666666666667
DT Christian,Dr DY Patil Sports Academy,2,13,18,4.333333333333333
DT Christian,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,75,48,9.375
DT Christian,Dubai International Cricket Stadium,2,61,36,10.166666666666666
DT Christian,Eden Gardens,2,42,30,8.4
DT Christian,Feroz Shah Kotla,5,91,60,9.1
DT Christian,Himachal Pradesh Cricket Association Stadium,2,21,18,7.0
DT Christian,Holkar Cricket Stadium,0,24,12,12.0
DT Christian,M Chinnaswamy Stadium,0,68,48,8.5
DT Christian,MA Chidambaram Stadium,1,88,72,7.333333333333333
DT Christian,Maharashtra Cricket Association Stadium,6,113,102,6.647058823529412
DT Christian,Nehru Stadium,0,12,18,4.0
DT Christian,Punjab Cricket Association IS Bindra Stadium,1,12,12,6.0
DT Christian,Punjab Cricket Association Stadium,2,31,24,7.75
DT Christian,Rajiv Gandhi International Stadium,7,306,213,8.619718309859154
DT Christian,Sawai Mansingh Stadium,1,43,24,10.75
DT Christian,Sharjah Cricket Stadium,0,40,16,15.0
DT Christian,Wankhede Stadium,3,121,96,7.5625
DT Christian,Zayed Cricket Stadium,2,14,18,4.666666666666667
DW Steyn,Barabati Stadium,2,70,48,8.75
DW Steyn,Brabourne Stadium,3,26,24,6.5
DW Steyn,Dr DY Patil Sports Academy,5,77,66,7.0
DW Steyn,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,88,90,5.866666666666666
DW Steyn,Dubai International Cricket Stadium,5,143,94,9.127659574468085
DW Steyn,Eden Gardens,7,247,168,8.821428571428571
DW Steyn,Feroz Shah Kotla,9,126,144,5.25
DW Steyn,Himachal Pradesh Cricket Association Stadium,1,13,18,4.333333333333333
DW Steyn,JSCA International Stadium Complex,0,43,24,10.75
DW Steyn,M Chinnaswamy Stadium,6,405,354,6.864406779661017
DW Steyn,M.Chinnaswamy Stadium,2,29,24,7.25
DW Steyn,MA Chidambaram Stadium,5,118,96,7.375
DW Steyn,Maharashtra Cricket Association Stadium,1,34,24,8.5
DW Steyn,Nehru Stadium,3,16,21,4.571428571428571
DW Steyn,Newlands,2,27,30,5.4
DW Steyn,Punjab Cricket Association Stadium,5,110,84,7.857142857142857
DW Steyn,Rajiv Gandhi International Stadium,28,535,521,6.161228406909789
DW Steyn,Sardar Patel Stadium,2,31,24,7.75
DW Steyn,Saurashtra Cricket Association Stadium,0,17,12,8.5
DW Steyn,Sawai Mansingh Stadium,2,74,70,6.342857142857143
DW Steyn,Sharjah Cricket Stadium,0,46,48,5.75
DW Steyn,Sheikh Zayed Stadium,2,72,48,9.0
DW Steyn,St George's Park,1,35,24,8.75
DW Steyn,Vidarbha Cricket Association Stadium,3,18,24,4.5
DW Steyn,Wankhede Stadium,4,71,72,5.916666666666667
F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,16,6,16.0
FA Allen,Brabourne Stadium,1,46,24,11.5
FA Allen,Dubai International Cricket Stadium,0,38,24,9.5
FA Allen,MA Chidambaram Stadium,1,52,42,7.428571428571429
FH Edwards,Kingsmead,3,48,48,6.0
FH Edwards,Newlands,1,45,48,5.625
FH Edwards,St George's Park,2,17,22,4.636363636363637
FH Edwards,SuperSport Park,0,44,22,12.0
FY Fazal,Eden Gardens,0,14,6,14.0
FY Fazal,Sawai Mansingh Stadium,1,6,6,6.0
Fazalhaq Farooqi,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,13,18,4.333333333333333
Fazalhaq Farooqi,Narendra Modi Stadium,1,31,18,10.333333333333334
Fazalhaq Farooqi,Rajiv Gandhi International Stadium,2,73,44,9.954545454545455
Fazalhaq Farooqi,Wankhede Stadium,2,110,72,9.166666666666666
GB Hogg,Eden Gardens,13,257,206,7.485436893203883
GB Hogg,Feroz Shah Kotla,1,70,48,8.75
GB Hogg,M Chinnaswamy Stadium,2,42,36,7.0
GB Hogg,MA Chidambaram Stadium,3,36,48,4.5
GB Hogg,Sawai Mansingh Stadium,4,134,96,8.375
GB Hogg,Wankhede Stadium,2,31,24,7.75
GC Viljoen,Arun Jaitley Stadium,3,39,24,9.75
GC Viljoen,Eden Gardens,1,36,24,9.0
GC Viljoen,M.Chinnaswamy Stadium,1,51,24,12.75
GC Viljoen,Punjab Cricket Association IS Bindra Stadium,3,62,42,8.857142857142858
GC Viljoen,Wankhede Stadium,0,34,24,8.5
GD McGrath,Dr DY Patil Sports Academy,0,26,24,6.5
GD McGrath,Eden Gardens,0,22,24,5.5
GD McGrath,Feroz Shah Kotla,9,172,132,7.818181818181818
GD McGrath,M Chinnaswamy Stadium,2,15,24,3.75
GD McGrath,MA Chidambaram Stadium,1,21,24,5.25
GD McGrath,Punjab Cricket Association Stadium,1,29,24,7.25
GD McGrath,Rajiv Gandhi International Stadium,0,22,24,5.5
GD McGrath,Sawai Mansingh Stadium,1,12,24,3.0
GD McGrath,Wankhede Stadium,0,38,24,9.5
GD Phillips,Rajiv Gandhi International Stadium,1,20,18,6.666666666666667
GD Phillips,Sharjah Cricket Stadium,1,17,6,17.0
GD Phillips,Zayed Cricket Stadium,0,3,6,3.0
GH Vihari,Eden Gardens,0,14,6,14.0
GH Vihari,M Chinnaswamy Stadium,0,12,6,12.0
GH Vihari,Punjab Cricket Association IS Bindra Stadium,0,9,6,9.0
GH Vihari,Punjab Cricket Association Stadium,0,5,12,2.5
GH Vihari,Rajiv Gandhi International Stadium,0,2,6,2.0
GHS Garton,Dubai International Cricket Stadium,1,50,36,8.333333333333334
GHS Garton,Sharjah Cricket Stadium,1,56,42,8.0
GHS Garton,Zayed Cricket Stadium,1,29,12,14.5
GJ Maxwell,Arun Jaitley Stadium,3,103,64,9.65625
GJ Maxwell,Barabati Stadium,1,32,18,10.666666666666666
GJ Maxwell,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,3,6,3.0
GJ Maxwell,Brabourne Stadium,1,27,18,9.0
GJ Maxwell,Dr DY Patil Sports Academy,2,40,30,8.0
GJ Maxwell,Dubai International Cricket Stadium,4,175,120,8.75
GJ Maxwell,Eden Gardens,1,46,24,11.5
GJ Maxwell,Feroz Shah Kotla,0,18,12,9.0
GJ Maxwell,Himachal Pradesh Cricket Association Stadium,0,18,6,18.0
GJ Maxwell,M Chinnaswamy Stadium,5,141,82,10.317073170731708
GJ Maxwell,M.Chinnaswamy Stadium,1,13,12,6.5
GJ Maxwell,MA Chidambaram Stadium,0,24,12,12.0
GJ Maxwell,Maharashtra Cricket Association Stadium,3,56,54,6.222222222222222
GJ Maxwell,Narendra Modi Stadium,0,17,18,5.666666666666667
GJ Maxwell,Punjab Cricket Association IS Bindra Stadium,4,109,96,6.8125
GJ Maxwell,Punjab Cricket Association Stadium,0,16,12,8.0
GJ Maxwell,Rajiv Gandhi International Stadium,1,48,36,8.0
GJ Maxwell,Sawai Mansingh Stadium,1,3,6,3.0
GJ Maxwell,Sharjah Cricket Stadium,2,130,90,8.666666666666666
GJ Maxwell,Sheikh Zayed Stadium,0,23,12,11.5
GJ Maxwell,Subrata Roy Sahara Stadium,0,5,6,5.0
GJ Maxwell,Wankhede Stadium,4,88,84,6.285714285714286
GR Napier,Buffalo Park,1,27,24,6.75
GS Sandhu,Brabourne Stadium,0,49,24,12.25
GS Sandhu,Shaheed Veer Narayan Singh International Stadium,1,33,24,8.25
Gagandeep Singh,M Chinnaswamy Stadium,0,28,18,9.333333333333334
Gagandeep Singh,Punjab Cricket Association Stadium,2,76,42,10.857142857142858
Gagandeep Singh,Rajiv Gandhi International Stadium,1,37,24,9.25
Gurkeerat Singh,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,15,12,7.5
Gurkeerat Singh,Eden Gardens,2,25,24,6.25
Gurkeerat Singh,Punjab Cricket Association Stadium,0,22,18,7.333333333333333
Gurkeerat Singh,Rajiv Gandhi International Stadium,1,27,18,9.0
Gurkeerat Singh,Saurashtra Cricket Association Stadium,0,8,6,8.0
Gurnoor Brar,Punjab Cricket Association IS Bindra Stadium,0,42,18,14.0
H Sharma,M Chinnaswamy Stadium,0,28,18,9.333333333333334
HF Gurney,Eden Gardens,4,116,72,9.666666666666666
HF Gurney,MA Chidambaram Stadium,0,20,12,10.0
HF Gurney,Punjab Cricket Association IS Bindra Stadium,1,41,24,10.25
HF Gurney,Rajiv Gandhi International Stadium,0,16,12,8.0
HF Gurney,Sawai Mansingh Stadium,2,25,24,6.25
HF Gurney,Wankhede Stadium,0,20,18,6.666666666666667
HH Pandya,Arun Jaitley Stadium,1,71,54,7.888888888888889
HH Pandya,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,7,6,7.0
HH Pandya,Brabourne Stadium,1,36,24,9.0
HH Pandya,Dr DY Patil Sports Academy,2,45,39,6.923076923076923
HH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,10,6,10.0
HH Pandya,Eden Gardens,8,175,126,8.333333333333334
HH Pandya,Feroz Shah Kotla,1,23,24,5.75
HH Pandya,Green Park,0,10,6,10.0
HH Pandya,Holkar Cricket Stadium,1,62,36,10.333333333333334
HH Pandya,M Chinnaswamy Stadium,1,50,36,8.333333333333334
HH Pandya,M.Chinnaswamy Stadium,3,65,36,10.833333333333334
HH Pandya,MA Chidambaram Stadium,1,39,30,7.8
HH Pandya,Maharashtra Cricket Association Stadium,3,119,90,7.933333333333334
HH Pandya,Narendra Modi Stadium,6,164,120,8.2
HH Pandya,Punjab Cricket Association IS Bindra Stadium,0,39,18,13.0
HH Pandya,Rajiv Gandhi International Stadium,1,63,42,9.0
HH Pandya,Sawai Mansingh Stadium,4,78,52,9.0
HH Pandya,Wankhede Stadium,22,687,445,9.262921348314606
HR Shokeen,Arun Jaitley Stadium,1,43,24,10.75
HR Shokeen,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,20,18,6.666666666666667
HR Shokeen,Dr DY Patil Sports Academy,2,70,42,10.0
HR Shokeen,M Chinnaswamy Stadium,0,17,6,17.0
HR Shokeen,MA Chidambaram Stadium,0,18,6,18.0
HR Shokeen,Rajiv Gandhi International Stadium,0,12,6,12.0
HR Shokeen,Wankhede Stadium,2,134,102,7.882352941176471
HV Patel,Arun Jaitley Stadium,7,166,99,10.06060606060606
HV Patel,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,20,23,5.217391304347826
HV Patel,Brabourne Stadium,6,87,60,8.7
HV Patel,Dr DY Patil Sports Academy,5,94,72,7.833333333333333
HV Patel,Dubai International Cricket Stadium,8,136,97,8.412371134020617
HV Patel,Eden Gardens,4,135,84,9.642857142857142
HV Patel,Feroz Shah Kotla,4,90,66,8.181818181818182
HV Patel,JSCA International Stadium Complex,1,26,23,6.782608695652174
HV Patel,M Chinnaswamy Stadium,18,610,392,9.33673469387755
HV Patel,M.Chinnaswamy Stadium,1,33,18,11.0
HV Patel,MA Chidambaram Stadium,13,88,96,5.5
HV Patel,Maharashtra Cricket Association Stadium,10,152,114,8.0
HV Patel,Narendra Modi Stadium,2,119,67,10.656716417910449
HV Patel,Punjab Cricket Association IS Bindra Stadium,2,59,44,8.045454545454545
HV Patel,Punjab Cricket Association Stadium,3,56,36,9.333333333333334
HV Patel,Rajiv Gandhi International Stadium,1,109,66,9.909090909090908
HV Patel,Sardar Patel Stadium,2,23,24,5.75
HV Patel,Sawai Mansingh Stadium,2,32,24,8.0
HV Patel,Sharjah Cricket Stadium,8,134,115,6.991304347826087
HV Patel,Sheikh Zayed Stadium,0,20,12,10.0
HV Patel,Subrata Roy Sahara Stadium,1,36,24,9.0
HV Patel,Wankhede Stadium,14,335,227,8.854625550660792
HV Patel,Zayed Cricket Stadium,3,46,36,7.666666666666667
Harbhajan Singh,Arun Jaitley Stadium,0,54,36,9.0
Harbhajan Singh,Barabati Stadium,2,22,24,5.5
Harbhajan Singh,Brabourne Stadium,9,170,162,6.296296296296297
Harbhajan Singh,Buffalo Park,1,45,48,5.625
Harbhajan Singh,Dr DY Patil Sports Academy,6,122,90,8.133333333333333
Harbhajan Singh,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,141,120,7.05
Harbhajan Singh,Dubai International Cricket Stadium,2,57,72,4.75
Harbhajan Singh,Eden Gardens,10,228,168,8.142857142857142
Harbhajan Singh,Feroz Shah Kotla,8,215,165,7.818181818181818
Harbhajan Singh,Green Park,1,36,24,9.0
Harbhajan Singh,Himachal Pradesh Cricket Association Stadium,1,33,24,8.25
Harbhajan Singh,Holkar Cricket Stadium,0,12,12,6.0
Harbhajan Singh,Kingsmead,3,81,72,6.75
Harbhajan Singh,M Chinnaswamy Stadium,7,198,174,6.827586206896552
Harbhajan Singh,M.Chinnaswamy Stadium,0,24,12,12.0
Harbhajan Singh,MA Chidambaram Stadium,18,409,354,6.932203389830509
Harbhajan Singh,Maharashtra Cricket Association Stadium,4,132,113,7.008849557522124
Harbhajan Singh,New Wanderers Stadium,0,14,12,7.0
Harbhajan Singh,Newlands,1,15,18,5.0
Harbhajan Singh,Punjab Cricket Association IS Bindra Stadium,4,129,72,10.75
Harbhajan Singh,Punjab Cricket Association Stadium,5,142,108,7.888888888888889
Harbhajan Singh,Rajiv Gandhi International Stadium,3,195,162,7.222222222222222
Harbhajan Singh,Sardar Patel Stadium,2,13,24,3.25
Harbhajan Singh,Sawai Mansingh Stadium,5,127,96,7.9375
Harbhajan Singh,Sharjah Cricket Stadium,0,23,24,5.75
Harbhajan Singh,Sheikh Zayed Stadium,0,25,18,8.333333333333334
Harbhajan Singh,St George's Park,3,52,54,5.777777777777778
Harbhajan Singh,Subrata Roy Sahara Stadium,4,32,48,4.0
Harbhajan Singh,SuperSport Park,5,49,60,4.9
Harbhajan Singh,Wankhede Stadium,51,1212,1026,7.087719298245614
Harmeet Singh,Dr DY Patil Sports Academy,1,29,30,5.8
Harmeet Singh,Eden Gardens,2,72,56,7.7142857142857135
Harmeet Singh,Feroz Shah Kotla,7,114,90,7.6
Harmeet Singh,Kingsmead,0,19,6,19.0
Harmeet Singh,M Chinnaswamy Stadium,0,13,6,13.0
Harmeet Singh,MA Chidambaram Stadium,1,26,18,8.666666666666666
Harmeet Singh,New Wanderers Stadium,2,63,47,8.042553191489363
Harmeet Singh,Newlands,2,67,48,8.375
Harmeet Singh,Punjab Cricket Association Stadium,4,134,78,10.307692307692308
Harmeet Singh,Sawai Mansingh Stadium,1,23,18,7.666666666666667
Harmeet Singh,Subrata Roy Sahara Stadium,4,58,44,7.909090909090909
Harmeet Singh,SuperSport Park,0,43,36,7.166666666666667
Harmeet Singh,Vidarbha Cricket Association Stadium,7,70,72,5.833333333333333
Harpreet Brar,Arun Jaitley Stadium,4,54,36,9.0
Harpreet Brar,Barsapara Cricket Stadium,0,15,12,7.5
Harpreet Brar,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,10,12,5.0
Harpreet Brar,Brabourne Stadium,1,33,24,8.25
Harpreet Brar,Dr DY Patil Sports Academy,0,67,36,11.166666666666666
Harpreet Brar,Dubai International Cricket Stadium,1,80,66,7.2727272727272725
Harpreet Brar,Eden Gardens,1,4,6,4.0
Harpreet Brar,Himachal Pradesh Cricket Association Stadium,0,39,18,13.0
Harpreet Brar,Narendra Modi Stadium,4,38,42,5.428571428571429
Harpreet Brar,Punjab Cricket Association IS Bindra Stadium,3,103,78,7.923076923076923
Harpreet Brar,Rajiv Gandhi International Stadium,0,26,19,8.210526315789474
Harpreet Brar,Sharjah Cricket Stadium,0,51,48,6.375
Harpreet Brar,Wankhede Stadium,3,61,48,7.625
Harpreet Brar,Zayed Cricket Stadium,0,11,6,11.0
Harshit Rana,Eden Gardens,5,101,66,9.181818181818182
Harshit Rana,MA Chidambaram Stadium,0,19,12,9.5
Harshit Rana,Maharashtra Cricket Association Stadium,0,27,12,13.5
Harshit Rana,Rajiv Gandhi International Stadium,1,27,24,6.75
Harshit Rana,Wankhede Stadium,1,24,18,8.0
I Malhotra,Rajiv Gandhi International Stadium,0,23,6,23.0
I Sharma,Arun Jaitley Stadium,11,263,192,8.21875
I Sharma,Brabourne Stadium,3,69,42,9.857142857142858
I Sharma,Buffalo Park,1,24,24,6.0
I Sharma,Dr DY Patil Sports Academy,1,50,42,7.142857142857143
I Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,58,48,7.25
I Sharma,Eden Gardens,7,335,262,7.67175572519084
I Sharma,Feroz Shah Kotla,4,83,48,10.375
I Sharma,Himachal Pradesh Cricket Association Stadium,2,36,18,12.0
I Sharma,Holkar Cricket Stadium,0,58,24,14.5
I Sharma,Kingsmead,3,82,72,6.833333333333333
I Sharma,M Chinnaswamy Stadium,2,118,82,8.634146341463415
I Sharma,M.Chinnaswamy Stadium,0,31,24,7.75
I Sharma,MA Chidambaram Stadium,1,170,96,10.625
I Sharma,Maharashtra Cricket Association Stadium,1,81,54,9.0
I Sharma,Narendra Modi Stadium,3,120,96,7.5
I Sharma,Nehru Stadium,5,12,18,4.0
I Sharma,New Wanderers Stadium,2,46,48,5.75
I Sharma,Newlands,0,13,18,4.333333333333333
I Sharma,Punjab Cricket Association IS Bindra Stadium,0,67,42,9.571428571428571
I Sharma,Punjab Cricket Association Stadium,0,63,42,9.0
I Sharma,Rajiv Gandhi International Stadium,10,486,402,7.253731343283582
I Sharma,Sardar Patel Stadium,2,33,24,8.25
I Sharma,Saurashtra Cricket Association Stadium,1,39,24,9.75
I Sharma,Sawai Mansingh Stadium,2,90,66,8.181818181818182
I Sharma,Shaheed Veer Narayan Singh International Stadium,0,39,24,9.75
I Sharma,Sharjah Cricket Stadium,2,37,24,9.25
I Sharma,Sheikh Zayed Stadium,1,55,42,7.857142857142857
I Sharma,St George's Park,3,56,48,7.0
I Sharma,SuperSport Park,0,40,24,10.0
I Sharma,Wankhede Stadium,9,190,129,8.837209302325581
I Udana,Dubai International Cricket Stadium,2,113,66,10.272727272727273
I Udana,Sharjah Cricket Stadium,2,53,42,7.571428571428571
I Udana,Sheikh Zayed Stadium,2,71,42,10.142857142857142
IC Pandey,Barabati Stadium,0,41,24,10.25
IC Pandey,Brabourne Stadium,0,25,18,8.333333333333334
IC Pandey,Dubai International Cricket Stadium,2,43,48,5.375
IC Pandey,Eden Gardens,1,31,24,7.75
IC Pandey,Feroz Shah Kotla,0,26,18,8.666666666666666
IC Pandey,JSCA International Stadium Complex,1,55,42,7.857142857142857
IC Pandey,M Chinnaswamy Stadium,1,54,36,9.0
IC Pandey,MA Chidambaram Stadium,6,119,90,7.933333333333334
IC Pandey,Punjab Cricket Association Stadium,1,22,18,7.333333333333333
IC Pandey,Sardar Patel Stadium,0,12,12,6.0
IC Pandey,Shaheed Veer Narayan Singh International Stadium,2,27,24,6.75
IC Pandey,Sharjah Cricket Stadium,0,22,18,7.333333333333333
IC Pandey,Sheikh Zayed Stadium,2,23,24,5.75
IC Pandey,Wankhede Stadium,3,91,66,8.272727272727273
IC Porel,Dubai International Cricket Stadium,1,39,24,9.75
IK Pathan,Barabati Stadium,1,16,18,5.333333333333333
IK Pathan,Brabourne Stadium,1,20,18,6.666666666666667
IK Pathan,De Beers Diamond Oval,1,42,24,10.5
IK Pathan,Dr DY Patil Sports Academy,0,28,18,9.333333333333334
IK Pathan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,54,42,7.714285714285714
IK Pathan,Dubai International Cricket Stadium,2,10,12,5.0
IK Pathan,Eden Gardens,1,96,64,9.0
IK Pathan,Feroz Shah Kotla,16,603,491,7.368635437881874
IK Pathan,Himachal Pradesh Cricket Association Stadium,5,160,112,8.571428571428571
IK Pathan,JSCA International Stadium Complex,0,34,18,11.333333333333334
IK Pathan,Kingsmead,11,173,138,7.521739130434782
IK Pathan,M Chinnaswamy Stadium,4,118,79,8.962025316455696
IK Pathan,MA Chidambaram Stadium,3,112,78,8.615384615384615
IK Pathan,Nehru Stadium,2,27,24,6.75
IK Pathan,New Wanderers Stadium,2,29,18,9.666666666666666
IK Pathan,Newlands,2,35,30,7.0
IK Pathan,OUTsurance Oval,3,22,24,5.5
IK Pathan,Punjab Cricket Association IS Bindra Stadium,0,7,6,7.0
IK Pathan,Punjab Cricket Association Stadium,21,322,258,7.488372093023256
IK Pathan,Rajiv Gandhi International Stadium,4,182,126,8.666666666666666
IK Pathan,Sardar Patel Stadium,2,8,11,4.363636363636364
IK Pathan,Sawai Mansingh Stadium,2,92,60,9.2
IK Pathan,Shaheed Veer Narayan Singh International Stadium,4,45,48,5.625
IK Pathan,Sharjah Cricket Stadium,0,28,12,14.0
IK Pathan,St George's Park,0,37,24,9.25
IK Pathan,Subrata Roy Sahara Stadium,3,77,72,6.416666666666667
IK Pathan,SuperSport Park,1,52,44,7.090909090909091
IK Pathan,Wankhede Stadium,5,133,120,6.65
IS Sodhi,Arun Jaitley Stadium,3,26,19,8.210526315789474
IS Sodhi,Eden Gardens,1,36,48,4.5
IS Sodhi,Punjab Cricket Association IS Bindra Stadium,1,41,24,10.25
IS Sodhi,Sawai Mansingh Stadium,4,99,90,6.6
Imran Tahir,Arun Jaitley Stadium,1,20,12,10.0
Imran Tahir,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,122,72,10.166666666666666
Imran Tahir,Dubai International Cricket Stadium,0,30,24,7.5
Imran Tahir,Eden Gardens,7,109,72,9.083333333333334
Imran Tahir,Feroz Shah Kotla,16,244,204,7.176470588235294
Imran Tahir,Holkar Cricket Stadium,2,29,24,7.25
Imran Tahir,M Chinnaswamy Stadium,2,75,48,9.375
Imran Tahir,M.Chinnaswamy Stadium,3,66,48,8.25
Imran Tahir,MA Chidambaram Stadium,15,246,236,6.2542372881355925
Imran Tahir,Maharashtra Cricket Association Stadium,16,281,202,8.346534653465348
Imran Tahir,Punjab Cricket Association IS Bindra Stadium,2,70,48,8.75
Imran Tahir,Punjab Cricket Association Stadium,1,32,23,8.347826086956522
Imran Tahir,Rajiv Gandhi International Stadium,5,67,66,6.090909090909091
Imran Tahir,Sardar Patel Stadium,2,25,24,6.25
Imran Tahir,Saurashtra Cricket Association Stadium,1,53,24,13.25
Imran Tahir,Sawai Mansingh Stadium,0,28,24,7.0
Imran Tahir,Sharjah Cricket Stadium,0,22,18,7.333333333333333
Imran Tahir,Sheikh Zayed Stadium,1,24,24,6.0
Imran Tahir,Wankhede Stadium,10,160,123,7.804878048780488
Iqbal Abdulla,Dr DY Patil Sports Academy,1,12,18,4.0
Iqbal Abdulla,Eden Gardens,17,300,288,6.25
Iqbal Abdulla,Feroz Shah Kotla,4,42,48,5.25
Iqbal Abdulla,Holkar Cricket Stadium,0,19,12,9.5
Iqbal Abdulla,M Chinnaswamy Stadium,5,137,96,8.5625
Iqbal Abdulla,M.Chinnaswamy Stadium,2,36,18,12.0
Iqbal Abdulla,MA Chidambaram Stadium,1,108,81,8.0
Iqbal Abdulla,Maharashtra Cricket Association Stadium,0,22,18,7.333333333333333
Iqbal Abdulla,Nehru Stadium,0,16,12,8.0
Iqbal Abdulla,Punjab Cricket Association IS Bindra Stadium,0,26,18,8.666666666666666
Iqbal Abdulla,Punjab Cricket Association Stadium,0,12,12,6.0
Iqbal Abdulla,Rajiv Gandhi International Stadium,5,63,47,8.042553191489363
Iqbal Abdulla,Sardar Patel Stadium,1,28,24,7.0
Iqbal Abdulla,Saurashtra Cricket Association Stadium,0,41,24,10.25
Iqbal Abdulla,Sawai Mansingh Stadium,0,30,24,7.5
Iqbal Abdulla,Shaheed Veer Narayan Singh International Stadium,0,14,12,7.0
Iqbal Abdulla,Subrata Roy Sahara Stadium,4,70,66,6.363636363636363
Iqbal Abdulla,Wankhede Stadium,5,116,90,7.733333333333333
J Botha,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,26,24,6.5
J Botha,Eden Gardens,3,99,82,7.2439024390243905
J Botha,Feroz Shah Kotla,2,53,48,6.625
J Botha,Kingsmead,4,51,48,6.375
J Botha,M Chinnaswamy Stadium,1,30,24,7.5
