Bowler,Venue,wickets_taken,runs_conceded,balls_bowled,economy_rate
Abhishek Sharma,Sharjah Cricket Stadium,0,9,12,4.5
Abhishek Sharma,Sheikh Zayed Stadium,0,45,30,9.0
Abhishek Sharma,Wankhede Stadium,0,23,18,7.666666666666667
Abhishek Sharma,Zayed Cricket Stadium,2,4,6,4.0
Akash Deep,Dr DY Patil Sports Academy,4,141,65,13.015384615384615
Akash Deep,Eden Gardens,0,30,12,15.0
Akash Deep,M Chinnaswamy Stadium,1,29,18,9.666666666666666
Akash Deep,Maharashtra Cricket Association Stadium,2,20,24,5.0
Akash Deep,Wankhede Stadium,0,44,24,11.0
Akash Madhwal,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,30,24,7.5
Akash Madhwal,MA Chidambaram Stadium,7,9,27,2.0
Akash Madhwal,Narendra Modi Stadium,2,52,24,13.0
Akash Madhwal,Punjab Cricket Association IS Bindra Stadium,0,37,18,12.333333333333334
Akash Madhwal,Wankhede Stadium,7,91,60,9.1
Akash Singh,Eden Gardens,1,29,24,7.25
Akash Singh,M Chinnaswamy Stadium,1,35,18,11.666666666666666
Akash Singh,MA Chidambaram Stadium,3,92,60,9.2
Akash Singh,Sawai Mansingh Stadium,0,32,12,16.0
Akash Singh,Zayed Cricket Stadium,0,39,24,9.75
Aman Hakim Khan,Brabourne Stadium,0,13,6,13.0
Anand Rajan,Barabati Stadium,1,11,12,5.5
Anand Rajan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,9,12,4.5
Anand Rajan,Feroz Shah Kotla,1,20,24,5.0
Anand Rajan,Himachal Pradesh Cricket Association Stadium,1,23,12,11.5
Anand Rajan,M Chinnaswamy Stadium,1,44,23,11.478260869565217
Anand Rajan,Rajiv Gandhi International Stadium,1,22,24,5.5
Anand Rajan,Sawai Mansingh Stadium,1,45,24,11.25
Anand Rajan,Wankhede Stadium,4,27,18,9.0
Ankit Sharma,Barabati Stadium,2,28,36,4.666666666666667
Ankit Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,46,42,6.571428571428571
Ankit Sharma,Feroz Shah Kotla,0,18,13,8.307692307692308
Ankit Sharma,JSCA International Stadium Complex,2,20,24,5.0
Ankit Sharma,MA Chidambaram Stadium,1,44,36,7.333333333333333
Ankit Sharma,Maharashtra Cricket Association Stadium,0,85,60,8.5
Ankit Sharma,Punjab Cricket Association IS Bindra Stadium,1,27,24,6.75
Ankit Sharma,Rajiv Gandhi International Stadium,0,16,6,16.0
Ankit Sharma,Sardar Patel Stadium,3,49,42,7.0
Ankit Sharma,Saurashtra Cricket Association Stadium,0,16,6,16.0
Ankit Sharma,Sawai Mansingh Stadium,0,44,30,8.8
Ankit Sharma,Subrata Roy Sahara Stadium,1,11,12,5.5
Ankit Sharma,Wankhede Stadium,1,29,24,7.25
Ankit Soni,Feroz Shah Kotla,0,26,12,13.0
Ankit Soni,Green Park,0,31,13,14.307692307692308
Ankit Soni,M Chinnaswamy Stadium,2,28,18,9.333333333333334
Ankit Soni,Maharashtra Cricket Association Stadium,0,16,24,4.0
Ankit Soni,Punjab Cricket Association IS Bindra Stadium,0,27,18,9.0
Anureet Singh,Eden Gardens,3,66,29,13.655172413793105
Anureet Singh,Feroz Shah Kotla,0,24,18,8.0
Anureet Singh,Holkar Cricket Stadium,1,20,12,10.0
Anureet Singh,M Chinnaswamy Stadium,0,25,24,6.25
Anureet Singh,MA Chidambaram Stadium,1,40,24,10.0
Anureet Singh,Maharashtra Cricket Association Stadium,5,93,72,7.75
Anureet Singh,Punjab Cricket Association IS Bindra Stadium,1,69,48,8.625
Anureet Singh,Punjab Cricket Association Stadium,4,108,77,8.415584415584416
Anureet Singh,Rajiv Gandhi International Stadium,0,37,24,9.25
Anureet Singh,Sawai Mansingh Stadium,1,12,6,12.0
Anureet Singh,SuperSport Park,0,12,6,12.0
Anureet Singh,Wankhede Stadium,2,41,24,10.25
Arjun Tendulkar,Narendra Modi Stadium,1,9,12,4.5
Arjun Tendulkar,Rajiv Gandhi International Stadium,2,18,17,6.352941176470588
Arjun Tendulkar,Wankhede Stadium,1,65,30,13.0
Arshad Khan,Arun Jaitley Stadium,0,12,6,12.0
Arshad Khan,M Chinnaswamy Stadium,1,28,14,12.0
Arshad Khan,MA Chidambaram Stadium,0,28,10,16.8
Arshad Khan,Punjab Cricket Association IS Bindra Stadium,1,48,24,12.0
Arshad Khan,Wankhede Stadium,3,74,31,14.32258064516129
Arshdeep Singh,Arun Jaitley Stadium,0,32,24,8.0
Arshdeep Singh,Barsapara Cricket Stadium,2,47,24,11.75
Arshdeep Singh,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,22,18,7.333333333333333
Arshdeep Singh,Brabourne Stadium,2,88,66,8.0
Arshdeep Singh,Dr DY Patil Sports Academy,5,136,96,8.5
Arshdeep Singh,Dubai International Cricket Stadium,16,185,137,8.102189781021899
Arshdeep Singh,Eden Gardens,1,39,24,9.75
Arshdeep Singh,Himachal Pradesh Cricket Association Stadium,1,61,36,10.166666666666666
Arshdeep Singh,MA Chidambaram Stadium,2,96,64,9.0
Arshdeep Singh,Maharashtra Cricket Association Stadium,2,52,48,6.5
Arshdeep Singh,Narendra Modi Stadium,1,27,16,10.125
Arshdeep Singh,Punjab Cricket Association IS Bindra Stadium,9,273,149,10.993288590604028
Arshdeep Singh,Rajiv Gandhi International Stadium,2,62,42,8.857142857142858
Arshdeep Singh,Sharjah Cricket Stadium,4,102,66,9.272727272727273
Arshdeep Singh,Sheikh Zayed Stadium,2,59,42,8.428571428571429
Arshdeep Singh,Wankhede Stadium,12,202,168,7.214285714285714
Arshdeep Singh,Zayed Cricket Stadium,0,29,24,7.25
Avesh Khan,Arun Jaitley Stadium,4,129,72,10.75
Avesh Khan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,74,60,7.4
Avesh Khan,Brabourne Stadium,6,88,66,8.0
Avesh Khan,Dr DY Patil Sports Academy,4,149,90,9.933333333333334
Avesh Khan,Dubai International Cricket Stadium,4,182,120,9.1
Avesh Khan,Eden Gardens,1,44,24,11.0
Avesh Khan,Feroz Shah Kotla,1,23,24,5.75
Avesh Khan,M Chinnaswamy Stadium,0,53,24,13.25
Avesh Khan,MA Chidambaram Stadium,3,54,30,10.8
Avesh Khan,Maharashtra Cricket Association Stadium,5,99,84,7.071428571428571
Avesh Khan,Narendra Modi Stadium,4,128,96,8.0
Avesh Khan,Punjab Cricket Association IS Bindra Stadium,0,58,30,11.6
Avesh Khan,Rajiv Gandhi International Stadium,1,77,30,15.4
Avesh Khan,Sawai Mansingh Stadium,3,25,24,6.25
Avesh Khan,Sharjah Cricket Stadium,7,50,66,4.545454545454546
Avesh Khan,Wankhede Stadium,10,152,118,7.728813559322034
Avesh Khan,Zayed Cricket Stadium,1,29,24,7.25
Azhar Mahmood,Brabourne Stadium,1,41,18,13.666666666666666
Azhar Mahmood,Eden Gardens,3,35,24,8.75
Azhar Mahmood,Feroz Shah Kotla,0,34,24,8.5
Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,6,115,92,7.5
Azhar Mahmood,M Chinnaswamy Stadium,5,44,48,5.5
Azhar Mahmood,MA Chidambaram Stadium,3,25,24,6.25
Azhar Mahmood,Punjab Cricket Association Stadium,9,226,164,8.26829268292683
Azhar Mahmood,Rajiv Gandhi International Stadium,1,67,47,8.553191489361703
Azhar Mahmood,Sawai Mansingh Stadium,0,23,24,5.75
Azhar Mahmood,Subrata Roy Sahara Stadium,3,19,24,4.75
Azhar Mahmood,Wankhede Stadium,0,71,48,8.875
B Akhil,Dr DY Patil Sports Academy,0,6,6,6.0
B Akhil,Kingsmead,0,2,6,2.0
B Akhil,M Chinnaswamy Stadium,1,74,62,7.161290322580645
B Akhil,MA Chidambaram Stadium,0,4,6,4.0
B Akhil,Nehru Stadium,0,22,12,11.0
B Akhil,New Wanderers Stadium,0,20,12,10.0
B Akhil,Rajiv Gandhi International Stadium,0,39,18,13.0
B Akhil,St George's Park,1,8,6,8.0
B Akhil,SuperSport Park,3,50,42,7.142857142857143
B Akhil,Wankhede Stadium,2,17,18,5.666666666666667
B Chipli,Rajiv Gandhi International Stadium,0,20,6,20.0
B Geeves,Feroz Shah Kotla,2,91,48,11.375
B Kumar,Arun Jaitley Stadium,4,160,96,10.0
B Kumar,Barabati Stadium,1,22,24,5.5
B Kumar,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,19,12,9.5
B Kumar,Brabourne Stadium,6,114,85,8.047058823529412
B Kumar,Dr DY Patil Sports Academy,7,149,126,7.095238095238095
B Kumar,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,155,132,7.045454545454546
B Kumar,Dubai International Cricket Stadium,6,171,157,6.535031847133758
B Kumar,Eden Gardens,13,271,206,7.893203883495145
B Kumar,Feroz Shah Kotla,7,102,96,6.375
B Kumar,Green Park,2,25,20,7.5
B Kumar,JSCA International Stadium Complex,1,58,48,7.25
B Kumar,M Chinnaswamy Stadium,9,187,149,7.530201342281879
B Kumar,M.Chinnaswamy Stadium,2,24,24,6.0
B Kumar,MA Chidambaram Stadium,7,244,192,7.625
B Kumar,Maharashtra Cricket Association Stadium,6,173,144,7.208333333333333
B Kumar,Narendra Modi Stadium,6,30,24,7.5
B Kumar,Punjab Cricket Association IS Bindra Stadium,5,109,96,6.8125
B Kumar,Punjab Cricket Association Stadium,5,68,66,6.181818181818182
B Kumar,Rajiv Gandhi International Stadium,48,1278,979,7.8324821246169565
B Kumar,Sardar Patel Stadium,4,14,24,3.5
B Kumar,Saurashtra Cricket Association Stadium,4,29,24,7.25
B Kumar,Sawai Mansingh Stadium,2,137,96,8.5625
B Kumar,Shaheed Veer Narayan Singh International Stadium,1,83,72,6.916666666666667
B Kumar,Sharjah Cricket Stadium,6,110,96,6.875
B Kumar,Sheikh Zayed Stadium,3,75,63,7.142857142857143
B Kumar,Subrata Roy Sahara Stadium,10,287,246,7.0
B Kumar,Wankhede Stadium,10,248,223,6.6726457399103145
B Kumar,Zayed Cricket Stadium,1,25,24,6.25
B Laughlin,Eden Gardens,2,35,18,11.666666666666666
B Laughlin,M.Chinnaswamy Stadium,1,46,24,11.5
B Laughlin,MA Chidambaram Stadium,1,25,18,8.333333333333334
B Laughlin,Maharashtra Cricket Association Stadium,2,38,24,9.5
B Laughlin,Rajiv Gandhi International Stadium,0,20,13,9.230769230769232
B Laughlin,Sawai Mansingh Stadium,4,72,47,9.191489361702128
B Laughlin,Wankhede Stadium,0,46,24,11.5
B Lee,Barabati Stadium,1,15,24,3.75
B Lee,Brabourne Stadium,0,24,15,9.6
B Lee,De Beers Diamond Oval,1,24,24,6.0
B Lee,Dr DY Patil Sports Academy,0,28,24,7.0
B Lee,Eden Gardens,5,250,194,7.731958762886597
B Lee,Feroz Shah Kotla,3,63,48,7.875
B Lee,Kingsmead,0,16,24,4.0
B Lee,M Chinnaswamy Stadium,1,52,42,7.428571428571429
B Lee,MA Chidambaram Stadium,1,76,48,9.5
B Lee,Nehru Stadium,0,42,24,10.5
B Lee,New Wanderers Stadium,1,31,24,7.75
B Lee,OUTsurance Oval,3,15,24,3.75
B Lee,Punjab Cricket Association Stadium,6,228,168,8.142857142857142
B Lee,Rajiv Gandhi International Stadium,1,30,24,7.5
B Lee,Sawai Mansingh Stadium,4,113,96,7.0625
B Lee,Shaheed Veer Narayan Singh International Stadium,1,26,24,6.5
B Lee,SuperSport Park,1,25,24,6.25
B Lee,Wankhede Stadium,1,37,24,9.25
B Stanlake,Eden Gardens,2,21,24,5.25
B Stanlake,Holkar Cricket Stadium,0,41,24,10.25
B Stanlake,M.Chinnaswamy Stadium,2,29,24,7.25
B Stanlake,Rajiv Gandhi International Stadium,3,109,72,9.083333333333334
BA Bhatt,Eden Gardens,4,67,66,6.090909090909091
BA Bhatt,Feroz Shah Kotla,1,11,12,5.5
BA Bhatt,Himachal Pradesh Cricket Association Stadium,0,33,18,11.0
BA Bhatt,Holkar Cricket Stadium,0,36,24,9.0
BA Bhatt,MA Chidambaram Stadium,1,13,12,6.5
BA Bhatt,Punjab Cricket Association Stadium,7,178,122,8.754098360655739
BA Bhatt,Wankhede Stadium,0,59,42,8.428571428571429
BA Stokes,Arun Jaitley Stadium,0,28,18,9.333333333333334
BA Stokes,Dubai International Cricket Stadium,0,95,48,11.875
BA Stokes,Eden Gardens,4,39,48,4.875
BA Stokes,Feroz Shah Kotla,2,31,24,7.75
BA Stokes,Holkar Cricket Stadium,1,54,42,7.714285714285714
BA Stokes,M Chinnaswamy Stadium,3,18,24,4.5
BA Stokes,M.Chinnaswamy Stadium,1,32,18,10.666666666666666
BA Stokes,MA Chidambaram Stadium,1,48,24,12.0
BA Stokes,Maharashtra Cricket Association Stadium,3,181,120,9.05
BA Stokes,Rajiv Gandhi International Stadium,4,91,54,10.11111111111111
BA Stokes,Saurashtra Cricket Association Stadium,0,18,18,6.0
BA Stokes,Sawai Mansingh Stadium,6,239,155,9.251612903225807
BA Stokes,Sheikh Zayed Stadium,2,59,42,8.428571428571429
BA Stokes,Wankhede Stadium,4,59,54,6.555555555555555
BAW Mendis,Eden Gardens,3,46,48,5.75
BAW Mendis,M Chinnaswamy Stadium,0,44,24,11.0
BAW Mendis,Punjab Cricket Association Stadium,1,38,24,9.5
BAW Mendis,St George's Park,1,39,24,9.75
BAW Mendis,Subrata Roy Sahara Stadium,1,40,48,5.0
BAW Mendis,SuperSport Park,1,59,48,7.375
BB Sran,Arun Jaitley Stadium,1,45,24,11.25
BB Sran,Brabourne Stadium,0,35,18,11.666666666666666
BB Sran,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,44,45,5.866666666666666
BB Sran,Eden Gardens,3,108,60,10.8
BB Sran,Feroz Shah Kotla,1,57,36,9.5
BB Sran,Holkar Cricket Stadium,1,48,18,16.0
BB Sran,M Chinnaswamy Stadium,1,41,18,13.666666666666666
BB Sran,Punjab Cricket Association IS Bindra Stadium,2,59,48,7.375
BB Sran,Rajiv Gandhi International Stadium,5,226,156,8.692307692307692
BB Sran,Saurashtra Cricket Association Stadium,1,36,24,9.0
BB Sran,Shaheed Veer Narayan Singh International Stadium,2,34,24,8.5
BCJ Cutting,Arun Jaitley Stadium,0,36,24,9.0
BCJ Cutting,Eden Gardens,2,53,36,8.833333333333334
BCJ Cutting,Feroz Shah Kotla,3,34,36,5.666666666666667
BCJ Cutting,Holkar Cricket Stadium,1,28,18,9.333333333333334
BCJ Cutting,M Chinnaswamy Stadium,2,35,24,8.75
BCJ Cutting,Maharashtra Cricket Association Stadium,0,14,6,14.0
BCJ Cutting,Punjab Cricket Association IS Bindra Stadium,0,11,7,9.428571428571429
BCJ Cutting,Rajiv Gandhi International Stadium,1,104,64,9.75
BCJ Cutting,Sardar Patel Stadium,2,31,24,7.75
BCJ Cutting,Wankhede Stadium,1,83,42,11.857142857142858
BE Hendricks,Eden Gardens,2,35,24,8.75
BE Hendricks,Feroz Shah Kotla,3,36,24,9.0
BE Hendricks,Punjab Cricket Association Stadium,3,124,78,9.538461538461538
BE Hendricks,Rajiv Gandhi International Stadium,3,40,24,10.0
BJ Hodge,Buffalo Park,1,13,12,6.5
BJ Hodge,Dr DY Patil Sports Academy,3,28,24,7.0
BJ Hodge,Eden Gardens,1,15,12,7.5
BJ Hodge,Holkar Cricket Stadium,5,39,36,6.5
BJ Hodge,Kingsmead,3,69,42,9.857142857142858
BJ Hodge,MA Chidambaram Stadium,1,24,18,8.0
BJ Hodge,New Wanderers Stadium,1,25,24,6.25
BJ Hodge,Rajiv Gandhi International Stadium,0,3,6,3.0
BJ Hodge,Sardar Patel Stadium,0,12,6,12.0
BJ Hodge,Sawai Mansingh Stadium,1,21,12,10.5
BJ Hodge,St George's Park,2,42,30,8.4
BJ Hodge,SuperSport Park,0,12,12,6.0
BJ Rohrer,Sawai Mansingh Stadium,0,12,6,12.0
BMAJ Mendis,Rajiv Gandhi International Stadium,1,16,18,5.333333333333333
BMAJ Mendis,Wankhede Stadium,0,20,12,10.0
BW Hilfenhaus,Barabati Stadium,1,36,24,9.0
BW Hilfenhaus,Dubai International Cricket Stadium,3,71,48,8.875
BW Hilfenhaus,Eden Gardens,1,64,36,10.666666666666666
BW Hilfenhaus,Feroz Shah Kotla,1,34,24,8.5
BW Hilfenhaus,Himachal Pradesh Cricket Association Stadium,1,20,24,5.0
BW Hilfenhaus,JSCA International Stadium Complex,1,26,18,8.666666666666666
BW Hilfenhaus,M Chinnaswamy Stadium,1,45,24,11.25
BW Hilfenhaus,MA Chidambaram Stadium,7,100,90,6.666666666666667
BW Hilfenhaus,Sawai Mansingh Stadium,2,8,24,2.0
BW Hilfenhaus,Sharjah Cricket Stadium,2,32,24,8.0
BW Hilfenhaus,Sheikh Zayed Stadium,1,9,12,4.5
BW Hilfenhaus,Wankhede Stadium,2,34,24,8.5
Basil Thampi,Brabourne Stadium,3,35,24,8.75
Basil Thampi,Dr DY Patil Sports Academy,0,26,6,26.0
Basil Thampi,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,41,24,10.25
Basil Thampi,Eden Gardens,2,44,24,11.0
Basil Thampi,Feroz Shah Kotla,1,40,24,10.0
Basil Thampi,Green Park,2,43,22,11.727272727272728
Basil Thampi,M Chinnaswamy Stadium,1,34,24,8.5
Basil Thampi,M.Chinnaswamy Stadium,0,99,48,12.375
Basil Thampi,Maharashtra Cricket Association Stadium,4,126,90,8.4
Basil Thampi,Punjab Cricket Association IS Bindra Stadium,1,48,24,12.0
Basil Thampi,Rajiv Gandhi International Stadium,2,35,26,8.076923076923077
Basil Thampi,Saurashtra Cricket Association Stadium,2,96,66,8.727272727272727
Basil Thampi,Sawai Mansingh Stadium,1,26,12,13.0
Basil Thampi,Wankhede Stadium,2,38,35,6.514285714285714
Bipul Sharma,Barabati Stadium,1,19,12,9.5
Bipul Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,14,6,14.0
Bipul Sharma,Eden Gardens,2,52,48,6.5
Bipul Sharma,Feroz Shah Kotla,2,37,30,7.4
Bipul Sharma,Holkar Cricket Stadium,2,32,24,8.0
Bipul Sharma,M Chinnaswamy Stadium,2,56,32,10.5
Bipul Sharma,MA Chidambaram Stadium,0,11,6,11.0
Bipul Sharma,Maharashtra Cricket Association Stadium,1,30,24,7.5
Bipul Sharma,Punjab Cricket Association Stadium,5,62,60,6.2
Bipul Sharma,Rajiv Gandhi International Stadium,5,147,102,8.647058823529411
Bipul Sharma,Saurashtra Cricket Association Stadium,1,10,12,5.0
Bipul Sharma,Sawai Mansingh Stadium,0,40,30,8.0
Bipul Sharma,Subrata Roy Sahara Stadium,0,40,16,15.0
Bipul Sharma,Wankhede Stadium,1,22,24,5.5
C Ganapathy,MA Chidambaram Stadium,0,13,6,13.0
C Green,Arun Jaitley Stadium,0,30,18,10.0
C Green,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,1,16,12,8.0
C Green,M Chinnaswamy Stadium,1,30,12,15.0
C Green,MA Chidambaram Stadium,1,25,24,6.25
C Green,Narendra Modi Stadium,0,74,30,14.8
C Green,Punjab Cricket Association IS Bindra Stadium,0,15,12,7.5
C Green,Rajiv Gandhi International Stadium,1,29,24,7.25
C Green,Wankhede Stadium,4,142,96,8.875
C Munro,Eden Gardens,0,15,12,7.5
C Nanda,Kingsmead,1,4,6,4.0
C Nanda,St George's Park,1,53,42,7.571428571428571
C Sakariya,Arun Jaitley Stadium,1,92,66,8.363636363636363
C Sakariya,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,2,53,24,13.25
C Sakariya,Dr DY Patil Sports Academy,2,23,24,5.75
C Sakariya,Dubai International Cricket Stadium,2,81,60,8.1
C Sakariya,Sharjah Cricket Stadium,2,59,42,8.428571428571429
C Sakariya,Wankhede Stadium,8,227,162,8.407407407407407
C Sakariya,Zayed Cricket Stadium,3,64,48,8.0
C de Grandhomme,Arun Jaitley Stadium,0,12,6,12.0
C de Grandhomme,Eden Gardens,4,57,42,8.142857142857142
C de Grandhomme,Feroz Shah Kotla,0,12,6,12.0
C de Grandhomme,Holkar Cricket Stadium,1,8,12,4.0
C de Grandhomme,M Chinnaswamy Stadium,0,15,12,7.5
C de Grandhomme,M.Chinnaswamy Stadium,1,101,54,11.222222222222221
C de Grandhomme,Maharashtra Cricket Association Stadium,1,30,36,5.0
C de Grandhomme,Punjab Cricket Association IS Bindra Stadium,0,37,24,9.25
C de Grandhomme,Rajiv Gandhi International Stadium,0,24,12,12.0
C de Grandhomme,Sawai Mansingh Stadium,0,23,12,11.5
CH Gayle,Brabourne Stadium,0,31,24,7.75
CH Gayle,Buffalo Park,1,21,24,5.25
CH Gayle,Eden Gardens,1,34,24,8.5
CH Gayle,Feroz Shah Kotla,1,66,42,9.428571428571429
CH Gayle,Himachal Pradesh Cricket Association Stadium,0,35,24,8.75
CH Gayle,Kingsmead,0,45,29,9.310344827586208
CH Gayle,M Chinnaswamy Stadium,8,216,166,7.80722891566265
CH Gayle,MA Chidambaram Stadium,3,80,60,8.0
CH Gayle,Newlands,0,14,6,14.0
CH Gayle,Punjab Cricket Association Stadium,1,45,24,11.25
CH Gayle,Sawai Mansingh Stadium,1,23,18,7.666666666666667
CH Gayle,Shaheed Veer Narayan Singh International Stadium,2,11,12,5.5
CH Gayle,Sheikh Zayed Stadium,0,5,5,6.0
CH Gayle,St George's Park,0,44,30,8.8
CH Gayle,Subrata Roy Sahara Stadium,1,5,6,5.0
CH Gayle,Wankhede Stadium,0,19,24,4.75
CH Morris,Arun Jaitley Stadium,5,127,84,9.071428571428571
CH Morris,Brabourne Stadium,4,61,48,7.625
CH Morris,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,69,54,7.666666666666667
CH Morris,Dubai International Cricket Stadium,9,205,136,9.044117647058822
CH Morris,Eden Gardens,7,176,132,8.0
CH Morris,Feroz Shah Kotla,15,263,216,7.305555555555555
CH Morris,M Chinnaswamy Stadium,0,51,36,8.5
CH Morris,M.Chinnaswamy Stadium,5,92,72,7.666666666666667
CH Morris,MA Chidambaram Stadium,10,247,168,8.821428571428571
CH Morris,Maharashtra Cricket Association Stadium,2,82,60,8.2
CH Morris,Punjab Cricket Association IS Bindra Stadium,6,98,78,7.538461538461538
CH Morris,Punjab Cricket Association Stadium,2,27,24,6.75
CH Morris,Rajiv Gandhi International Stadium,10,91,78,7.0
CH Morris,Sardar Patel Stadium,2,76,66,6.909090909090909
CH Morris,Saurashtra Cricket Association Stadium,1,32,24,8.0
CH Morris,Sawai Mansingh Stadium,2,111,66,10.090909090909092
CH Morris,Shaheed Veer Narayan Singh International Stadium,1,31,18,10.333333333333334
CH Morris,Sharjah Cricket Stadium,3,86,84,6.142857142857143
CH Morris,Sheikh Zayed Stadium,2,71,60,7.1
CH Morris,Subrata Roy Sahara Stadium,2,21,18,7.0
CH Morris,Wankhede Stadium,12,209,150,8.36
CJ Anderson,Brabourne Stadium,0,35,18,11.666666666666666
CJ Anderson,Dubai International Cricket Stadium,2,41,18,13.666666666666666
CJ Anderson,Eden Gardens,2,48,29,9.931034482758621
CJ Anderson,Feroz Shah Kotla,3,130,78,10.0
CJ Anderson,Green Park,0,19,12,9.5
CJ Anderson,M.Chinnaswamy Stadium,2,68,28,14.571428571428571
CJ Anderson,Maharashtra Cricket Association Stadium,0,10,6,10.0
CJ Anderson,Rajiv Gandhi International Stadium,0,17,12,8.5
CJ Anderson,Sardar Patel Stadium,0,12,12,6.0
CJ Anderson,Sharjah Cricket Stadium,1,16,12,8.0
CJ Anderson,Sheikh Zayed Stadium,0,33,18,11.0
CJ Anderson,Wankhede Stadium,4,89,54,9.88888888888889
CJ Dala,Arun Jaitley Stadium,0,34,18,11.333333333333334
CJ Green,Sheikh Zayed Stadium,0,24,17,8.470588235294118
CJ Jordan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,0,50,24,12.5
CJ Jordan,Brabourne Stadium,3,23,24,5.75
CJ Jordan,Dr DY Patil Sports Academy,0,54,30,10.8
CJ Jordan,Dubai International Cricket Stadium,5,79,60,7.9
CJ Jordan,Eden Gardens,0,22,18,7.333333333333333
CJ Jordan,M Chinnaswamy Stadium,13,183,120,9.15
CJ Jordan,MA Chidambaram Stadium,1,7,12,3.5
CJ Jordan,Maharashtra Cricket Association Stadium,0,58,23,15.130434782608695
CJ Jordan,Narendra Modi Stadium,2,132,78,10.153846153846153
CJ Jordan,Punjab Cricket Association IS Bindra Stadium,0,83,48,10.375
CJ Jordan,Shaheed Veer Narayan Singh International Stadium,1,10,12,5.0
CJ Jordan,Sharjah Cricket Stadium,3,45,42,6.428571428571429
CJ Jordan,Sheikh Zayed Stadium,3,112,63,10.666666666666666
CJ Jordan,Wankhede Stadium,2,124,72,10.333333333333334
CJ McKay,Punjab Cricket Association Stadium,1,36,24,9.0
CJ McKay,Wankhede Stadium,0,24,18,8.0
CK Kapugedera,Feroz Shah Kotla,0,15,6,15.0
CK Kapugedera,MA Chidambaram Stadium,0,8,6,8.0
CK Kapugedera,Wankhede Stadium,0,26,5,31.2
CK Langeveldt,Dr DY Patil Sports Academy,2,26,24,6.5
CK Langeveldt,Eden Gardens,1,27,24,6.75
CK Langeveldt,Feroz Shah Kotla,2,35,18,11.666666666666666
CK Langeveldt,Himachal Pradesh Cricket Association Stadium,2,48,24,12.0
CK Langeveldt,Kingsmead,3,15,24,3.75
