Batter,Venue,total_runs,balls_faced,strike_rate
KV Sharma,Wankhede Stadium,45,36,125.0
KW Richardson,Sardar Patel Stadium,1,2,50.0
KW Richardson,Subrata Roy Sahara Stadium,34,36,94.44444444444444
KW Richardson,Wankhede Stadium,1,1,100.0
Kamran Akmal,Dr DY Patil Sports Academy,6,7,85.71428571428571
Kamran Akmal,MA Chidambaram Stadium,53,28,189.28571428571428
Kamran Akmal,Punjab Cricket Association Stadium,24,8,300.0
Kamran Akmal,Rajiv Gandhi International Stadium,12,9,133.33333333333331
Kamran Akmal,Sawai Mansingh Stadium,33,25,132.0
Kamran Khan,Newlands,3,5,60.0
Karanveer Singh,Eden Gardens,1,1,100.0
Karanveer Singh,M Chinnaswamy Stadium,4,7,57.14285714285714
Karanveer Singh,MA Chidambaram Stadium,2,5,40.0
Karanveer Singh,Maharashtra Cricket Association Stadium,5,4,125.0
Kartik Tyagi,Brabourne Stadium,7,5,140.0
Kartik Tyagi,Dubai International Cricket Stadium,4,7,57.14285714285714
Kartik Tyagi,Sharjah Cricket Stadium,2,3,66.66666666666666
Kartik Tyagi,Wankhede Stadium,0,1,0.0
Kuldeep Yadav,Arun Jaitley Stadium,18,26,69.23076923076923
Kuldeep Yadav,Barsapara Cricket Stadium,3,7,42.857142857142854
Kuldeep Yadav,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,6,10,60.0
Kuldeep Yadav,Dr DY Patil Sports Academy,7,19,36.84210526315789
Kuldeep Yadav,Eden Gardens,27,42,64.28571428571429
Kuldeep Yadav,M Chinnaswamy Stadium,7,6,116.66666666666667
Kuldeep Yadav,MA Chidambaram Stadium,0,2,0.0
Kuldeep Yadav,Maharashtra Cricket Association Stadium,14,14,100.0
Kuldeep Yadav,Narendra Modi Stadium,0,1,0.0
Kuldeep Yadav,Rajiv Gandhi International Stadium,4,3,133.33333333333331
Kuldeep Yadav,Sheikh Zayed Stadium,13,21,61.904761904761905
Kuldeep Yadav,Wankhede Stadium,27,19,142.10526315789474
L Ablish,M Chinnaswamy Stadium,0,2,0.0
L Balaji,Eden Gardens,10,8,125.0
L Balaji,Feroz Shah Kotla,3,1,300.0
L Balaji,Kingsmead,2,7,28.57142857142857
L Balaji,M Chinnaswamy Stadium,1,3,33.33333333333333
L Balaji,MA Chidambaram Stadium,18,22,81.81818181818183
L Balaji,New Wanderers Stadium,2,3,66.66666666666666
L Balaji,Sheikh Zayed Stadium,0,2,0.0
L Balaji,Wankhede Stadium,0,3,0.0
L Ronchi,Buffalo Park,0,2,0.0
L Ronchi,Dr DY Patil Sports Academy,13,11,118.18181818181819
L Ronchi,MA Chidambaram Stadium,2,3,66.66666666666666
L Ronchi,Punjab Cricket Association Stadium,11,8,137.5
L Ronchi,Wankhede Stadium,8,10,80.0
LA Carseldine,De Beers Diamond Oval,17,19,89.47368421052632
LA Carseldine,Kingsmead,16,8,200.0
LA Carseldine,St George's Park,39,31,125.80645161290323
LA Carseldine,SuperSport Park,9,8,112.5
LA Pomersbach,Feroz Shah Kotla,43,22,195.45454545454547
LA Pomersbach,Kingsmead,26,32,81.25
LA Pomersbach,M Chinnaswamy Stadium,16,14,114.28571428571428
LA Pomersbach,MA Chidambaram Stadium,13,16,81.25
LA Pomersbach,New Wanderers Stadium,1,2,50.0
LA Pomersbach,OUTsurance Oval,9,5,180.0
LA Pomersbach,Punjab Cricket Association Stadium,81,77,105.1948051948052
LA Pomersbach,SuperSport Park,5,7,71.42857142857143
LA Pomersbach,Wankhede Stadium,108,68,158.8235294117647
LE Plunkett,Arun Jaitley Stadium,1,3,33.33333333333333
LH Ferguson,Dr DY Patil Sports Academy,5,4,125.0
LH Ferguson,Dubai International Cricket Stadium,18,10,180.0
LH Ferguson,Saurashtra Cricket Association Stadium,1,1,100.0
LH Ferguson,Sharjah Cricket Stadium,24,13,184.6153846153846
LH Ferguson,Sheikh Zayed Stadium,19,16,118.75
LJ Wright,M Chinnaswamy Stadium,7,3,233.33333333333334
LJ Wright,Punjab Cricket Association Stadium,34,10,340.0
LJ Wright,Shaheed Veer Narayan Singh International Stadium,19,18,105.55555555555556
LJ Wright,Subrata Roy Sahara Stadium,46,28,164.28571428571428
LMP Simmons,Barabati Stadium,12,14,85.71428571428571
LMP Simmons,Brabourne Stadium,67,44,152.27272727272728
LMP Simmons,Eden Gardens,68,49,138.77551020408163
LMP Simmons,Feroz Shah Kotla,81,57,142.10526315789474
LMP Simmons,M Chinnaswamy Stadium,62,50,124.0
LMP Simmons,MA Chidambaram Stadium,38,31,122.58064516129032
LMP Simmons,Punjab Cricket Association Stadium,171,117,146.15384615384613
LMP Simmons,Rajiv Gandhi International Stadium,120,107,112.14953271028037
LMP Simmons,Sardar Patel Stadium,62,50,124.0
LMP Simmons,Wankhede Stadium,398,329,120.9726443768997
LPC Silva,Punjab Cricket Association Stadium,23,10,229.99999999999997
LPC Silva,Rajiv Gandhi International Stadium,17,16,106.25
LR Shukla,Buffalo Park,6,7,85.71428571428571
LR Shukla,Eden Gardens,153,113,135.39823008849558
LR Shukla,Feroz Shah Kotla,31,38,81.57894736842105
LR Shukla,Kingsmead,50,49,102.04081632653062
LR Shukla,M Chinnaswamy Stadium,5,8,62.5
LR Shukla,MA Chidambaram Stadium,76,59,128.81355932203388
LR Shukla,Newlands,8,6,133.33333333333331
LR Shukla,Punjab Cricket Association Stadium,7,10,70.0
LR Shukla,Rajiv Gandhi International Stadium,14,3,466.6666666666667
LR Shukla,Sawai Mansingh Stadium,12,19,63.1578947368421
LR Shukla,St George's Park,6,10,60.0
LR Shukla,Subrata Roy Sahara Stadium,24,11,218.18181818181816
LR Shukla,Wankhede Stadium,0,4,0.0
LRPL Taylor,Dr DY Patil Sports Academy,31,30,103.33333333333334
LRPL Taylor,Dubai International Cricket Stadium,6,9,66.66666666666666
LRPL Taylor,Eden Gardens,6,9,66.66666666666666
LRPL Taylor,Feroz Shah Kotla,187,146,128.08219178082192
LRPL Taylor,Kingsmead,81,72,112.5
LRPL Taylor,M Chinnaswamy Stadium,121,73,165.75342465753425
LRPL Taylor,MA Chidambaram Stadium,52,40,130.0
LRPL Taylor,New Wanderers Stadium,69,42,164.28571428571428
LRPL Taylor,Newlands,0,1,0.0
LRPL Taylor,Punjab Cricket Association Stadium,0,5,0.0
LRPL Taylor,Rajiv Gandhi International Stadium,40,32,125.0
LRPL Taylor,Sardar Patel Stadium,4,5,80.0
LRPL Taylor,Sawai Mansingh Stadium,150,126,119.04761904761905
LRPL Taylor,Sharjah Cricket Stadium,43,39,110.25641025641026
LRPL Taylor,Sheikh Zayed Stadium,6,6,100.0
LRPL Taylor,St George's Park,48,54,88.88888888888889
LRPL Taylor,Subrata Roy Sahara Stadium,52,60,86.66666666666667
LRPL Taylor,SuperSport Park,82,37,221.6216216216216
LRPL Taylor,Vidarbha Cricket Association Stadium,1,5,20.0
LRPL Taylor,Wankhede Stadium,38,27,140.74074074074073
LS Livingstone,Arun Jaitley Stadium,18,18,100.0
LS Livingstone,Brabourne Stadium,196,104,188.46153846153845
LS Livingstone,Dr DY Patil Sports Academy,112,58,193.10344827586206
LS Livingstone,Dubai International Cricket Stadium,35,32,109.375
LS Livingstone,Eden Gardens,15,8,187.5
LS Livingstone,Himachal Pradesh Cricket Association Stadium,103,59,174.5762711864407
LS Livingstone,MA Chidambaram Stadium,40,24,166.66666666666669
LS Livingstone,Maharashtra Cricket Association Stadium,20,19,105.26315789473684
LS Livingstone,Punjab Cricket Association IS Bindra Stadium,107,58,184.48275862068965
LS Livingstone,Sawai Mansingh Stadium,44,26,169.23076923076923
LS Livingstone,Sharjah Cricket Stadium,6,6,100.0
LS Livingstone,Wankhede Stadium,120,71,169.01408450704224
LS Livingstone,Zayed Cricket Stadium,1,3,33.33333333333333
Lalit Yadav,Arun Jaitley Stadium,12,23,52.17391304347826
Lalit Yadav,Barsapara Cricket Stadium,38,24,158.33333333333331
Lalit Yadav,Brabourne Stadium,49,42,116.66666666666667
Lalit Yadav,Dr DY Patil Sports Academy,24,20,120.0
Lalit Yadav,M Chinnaswamy Stadium,4,7,57.14285714285714
Lalit Yadav,MA Chidambaram Stadium,34,28,121.42857142857142
Lalit Yadav,Maharashtra Cricket Association Stadium,25,22,113.63636363636364
Lalit Yadav,Sharjah Cricket Stadium,0,3,0.0
Lalit Yadav,Wankhede Stadium,95,89,106.74157303370787
Lalit Yadav,Zayed Cricket Stadium,14,15,93.33333333333333
Liton Das,Arun Jaitley Stadium,4,4,100.0
M Ashwin,Brabourne Stadium,6,2,300.0
M Ashwin,Dr DY Patil Sports Academy,6,10,60.0
M Ashwin,Dubai International Cricket Stadium,4,4,100.0
M Ashwin,M.Chinnaswamy Stadium,1,2,50.0
M Ashwin,MA Chidambaram Stadium,9,10,90.0
M Ashwin,Maharashtra Cricket Association Stadium,1,5,20.0
M Ashwin,Punjab Cricket Association IS Bindra Stadium,1,2,50.0
M Ashwin,Rajiv Gandhi International Stadium,1,1,100.0
M Ashwin,Wankhede Stadium,6,14,42.857142857142854
M Jansen,MA Chidambaram Stadium,17,25,68.0
M Jansen,Maharashtra Cricket Association Stadium,1,2,50.0
M Jansen,Narendra Modi Stadium,3,6,50.0
M Jansen,Rajiv Gandhi International Stadium,16,13,123.07692307692308
M Jansen,Sawai Mansingh Stadium,3,2,150.0
M Jansen,Wankhede Stadium,8,5,160.0
M Kaif,Dr DY Patil Sports Academy,16,16,100.0
M Kaif,Eden Gardens,34,31,109.6774193548387
M Kaif,Feroz Shah Kotla,9,19,47.368421052631575
M Kaif,Himachal Pradesh Cricket Association Stadium,15,11,136.36363636363635
M Kaif,M Chinnaswamy Stadium,44,44,100.0
M Kaif,MA Chidambaram Stadium,10,7,142.85714285714286
M Kaif,Punjab Cricket Association Stadium,15,19,78.94736842105263
M Kaif,Rajiv Gandhi International Stadium,34,16,212.5
M Kaif,Sawai Mansingh Stadium,56,59,94.91525423728814
M Kaif,Wankhede Stadium,12,11,109.09090909090908
M Kartik,Eden Gardens,48,44,109.09090909090908
M Kartik,Feroz Shah Kotla,1,2,50.0
M Kartik,JSCA International Stadium Complex,0,1,0.0
M Kartik,MA Chidambaram Stadium,8,8,100.0
M Kartik,New Wanderers Stadium,11,10,110.00000000000001
M Kartik,Newlands,10,10,100.0
M Kartik,Sawai Mansingh Stadium,8,9,88.88888888888889
M Kartik,Wankhede Stadium,25,21,119.04761904761905
M Klinger,Feroz Shah Kotla,18,19,94.73684210526315
M Klinger,M Chinnaswamy Stadium,24,25,96.0
M Klinger,Nehru Stadium,31,31,100.0
M Manhas,Barabati Stadium,23,15,153.33333333333334
M Manhas,Dr DY Patil Sports Academy,67,75,89.33333333333333
M Manhas,Dubai International Cricket Stadium,10,10,100.0
M Manhas,Eden Gardens,1,3,33.33333333333333
M Manhas,Feroz Shah Kotla,82,75,109.33333333333333
M Manhas,M Chinnaswamy Stadium,20,22,90.9090909090909
M Manhas,MA Chidambaram Stadium,45,55,81.81818181818183
M Manhas,New Wanderers Stadium,0,6,0.0
M Manhas,OUTsurance Oval,26,25,104.0
M Manhas,Punjab Cricket Association Stadium,62,52,119.23076923076923
M Manhas,Sardar Patel Stadium,11,10,110.00000000000001
M Manhas,Sawai Mansingh Stadium,24,19,126.3157894736842
M Manhas,Shaheed Veer Narayan Singh International Stadium,2,4,50.0
M Manhas,Sharjah Cricket Stadium,3,4,75.0
M Manhas,Sheikh Zayed Stadium,13,5,260.0
M Manhas,St George's Park,23,13,176.9230769230769
M Manhas,Subrata Roy Sahara Stadium,75,57,131.57894736842107
M Manhas,SuperSport Park,26,18,144.44444444444443
M Manhas,Wankhede Stadium,1,2,50.0
M Markande,Arun Jaitley Stadium,3,10,30.0
M Markande,M.Chinnaswamy Stadium,6,5,120.0
M Markande,Narendra Modi Stadium,18,9,200.0
M Markande,Rajiv Gandhi International Stadium,9,7,128.57142857142858
M Markande,Sawai Mansingh Stadium,0,1,0.0
M Markande,Wankhede Stadium,12,10,120.0
M Morkel,Brabourne Stadium,4,3,133.33333333333331
M Morkel,De Beers Diamond Oval,8,8,100.0
M Morkel,Feroz Shah Kotla,36,26,138.46153846153845
M Morkel,Green Park,1,1,100.0
M Morkel,Himachal Pradesh Cricket Association Stadium,29,10,290.0
M Morkel,M Chinnaswamy Stadium,4,12,33.33333333333333
M Morkel,Sheikh Zayed Stadium,4,3,133.33333333333331
M Morkel,Subrata Roy Sahara Stadium,0,2,0.0
M Morkel,Vidarbha Cricket Association Stadium,7,7,100.0
M Morkel,Wankhede Stadium,33,17,194.11764705882354
M Muralitharan,Kingsmead,5,4,125.0
M Muralitharan,M Chinnaswamy Stadium,6,8,75.0
M Muralitharan,MA Chidambaram Stadium,1,2,50.0
M Muralitharan,New Wanderers Stadium,3,4,75.0
M Muralitharan,Rajiv Gandhi International Stadium,0,1,0.0
M Muralitharan,Sawai Mansingh Stadium,5,10,50.0
M Ntini,MA Chidambaram Stadium,0,6,0.0
M Ntini,Sawai Mansingh Stadium,11,12,91.66666666666666
M Prasidh Krishna,Dr DY Patil Sports Academy,4,7,57.14285714285714
M Prasidh Krishna,Eden Gardens,1,5,20.0
M Prasidh Krishna,MA Chidambaram Stadium,0,2,0.0
M Prasidh Krishna,Maharashtra Cricket Association Stadium,2,5,40.0
M Prasidh Krishna,Sharjah Cricket Stadium,2,4,50.0
M Prasidh Krishna,Wankhede Stadium,0,1,0.0
M Rawat,Dr DY Patil Sports Academy,1,5,20.0
M Rawat,Feroz Shah Kotla,2,4,50.0
M Rawat,M Chinnaswamy Stadium,0,2,0.0
M Rawat,Newlands,8,13,61.53846153846154
M Rawat,Punjab Cricket Association Stadium,23,19,121.05263157894737
M Rawat,Sawai Mansingh Stadium,6,5,120.0
M Rawat,Subrata Roy Sahara Stadium,5,11,45.45454545454545
M Rawat,SuperSport Park,8,6,133.33333333333331
M Rawat,Wankhede Stadium,2,4,50.0
M Shahrukh Khan,Arun Jaitley Stadium,2,4,50.0
M Shahrukh Khan,Barsapara Cricket Stadium,11,9,122.22222222222223
M Shahrukh Khan,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,23,10,229.99999999999997
M Shahrukh Khan,Brabourne Stadium,33,39,84.61538461538461
M Shahrukh Khan,Dr DY Patil Sports Academy,50,48,104.16666666666667
M Shahrukh Khan,Dubai International Cricket Stadium,30,19,157.89473684210526
M Shahrukh Khan,Eden Gardens,21,8,262.5
M Shahrukh Khan,Himachal Pradesh Cricket Association Stadium,47,26,180.76923076923077
M Shahrukh Khan,MA Chidambaram Stadium,24,20,120.0
M Shahrukh Khan,Maharashtra Cricket Association Stadium,15,6,250.0
M Shahrukh Khan,Narendra Modi Stadium,17,22,77.27272727272727
M Shahrukh Khan,Punjab Cricket Association IS Bindra Stadium,46,30,153.33333333333334
M Shahrukh Khan,Rajiv Gandhi International Stadium,4,3,133.33333333333331
M Shahrukh Khan,Sharjah Cricket Stadium,16,11,145.45454545454547
M Shahrukh Khan,Wankhede Stadium,87,60,145.0
M Theekshana,Maharashtra Cricket Association Stadium,7,4,175.0
M Theekshana,Wankhede Stadium,0,3,0.0
M Vijay,Buffalo Park,31,33,93.93939393939394
M Vijay,De Beers Diamond Oval,10,12,83.33333333333334
M Vijay,Dr DY Patil Sports Academy,72,60,120.0
M Vijay,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,115,98,117.34693877551021
M Vijay,Dubai International Cricket Stadium,62,57,108.77192982456141
M Vijay,Eden Gardens,128,122,104.91803278688525
M Vijay,Feroz Shah Kotla,133,113,117.69911504424779
M Vijay,Himachal Pradesh Cricket Association Stadium,23,25,92.0
M Vijay,Kingsmead,5,9,55.55555555555556
M Vijay,M Chinnaswamy Stadium,61,57,107.01754385964912
M Vijay,MA Chidambaram Stadium,928,688,134.88372093023256
M Vijay,Maharashtra Cricket Association Stadium,56,54,103.7037037037037
M Vijay,Nehru Stadium,28,18,155.55555555555557
M Vijay,New Wanderers Stadium,14,13,107.6923076923077
M Vijay,Punjab Cricket Association IS Bindra Stadium,272,213,127.69953051643192
M Vijay,Punjab Cricket Association Stadium,175,143,122.37762237762237
M Vijay,Rajiv Gandhi International Stadium,55,41,134.14634146341464
M Vijay,Sardar Patel Stadium,42,28,150.0
M Vijay,Saurashtra Cricket Association Stadium,55,41,134.14634146341464
M Vijay,Sawai Mansingh Stadium,108,95,113.68421052631578
M Vijay,Sharjah Cricket Stadium,79,75,105.33333333333333
M Vijay,Sheikh Zayed Stadium,12,19,63.1578947368421
M Vijay,Subrata Roy Sahara Stadium,8,11,72.72727272727273
M Vijay,Vidarbha Cricket Association Stadium,23,13,176.9230769230769
M Vijay,Wankhede Stadium,103,88,117.04545454545455
M Vohra,Eden Gardens,143,109,131.1926605504587
M Vohra,Feroz Shah Kotla,86,67,128.3582089552239
M Vohra,Himachal Pradesh Cricket Association Stadium,20,8,250.0
M Vohra,Holkar Cricket Stadium,48,30,160.0
M Vohra,M Chinnaswamy Stadium,94,82,114.6341463414634
M Vohra,M.Chinnaswamy Stadium,47,37,127.02702702702702
M Vohra,Punjab Cricket Association IS Bindra Stadium,132,101,130.6930693069307
M Vohra,Punjab Cricket Association Stadium,183,154,118.83116883116882
M Vohra,Rajiv Gandhi International Stadium,195,119,163.8655462184874
M Vohra,Saurashtra Cricket Association Stadium,2,4,50.0
M Vohra,Sawai Mansingh Stadium,3,6,50.0
M Vohra,Subrata Roy Sahara Stadium,43,28,153.57142857142858
M Vohra,Wankhede Stadium,77,72,106.94444444444444
M de Lange,Wankhede Stadium,1,2,50.0
MA Agarwal,Arun Jaitley Stadium,28,31,90.32258064516128
MA Agarwal,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,8,7,114.28571428571428
MA Agarwal,Brabourne Stadium,63,50,126.0
MA Agarwal,Dr DY Patil Sports Academy,32,26,123.07692307692308
MA Agarwal,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,9,8,112.5
MA Agarwal,Dubai International Cricket Stadium,211,148,142.56756756756758
MA Agarwal,Eden Gardens,88,73,120.54794520547945
MA Agarwal,Feroz Shah Kotla,149,124,120.16129032258065
MA Agarwal,Holkar Cricket Stadium,15,21,71.42857142857143
MA Agarwal,M Chinnaswamy Stadium,220,155,141.93548387096774
MA Agarwal,M.Chinnaswamy Stadium,50,32,156.25
MA Agarwal,MA Chidambaram Stadium,191,158,120.88607594936708
MA Agarwal,Maharashtra Cricket Association Stadium,171,120,142.5
MA Agarwal,Narendra Modi Stadium,130,92,141.30434782608697
MA Agarwal,Nehru Stadium,33,22,150.0
MA Agarwal,Punjab Cricket Association IS Bindra Stadium,243,159,152.83018867924528
MA Agarwal,Punjab Cricket Association Stadium,3,8,37.5
MA Agarwal,Rajiv Gandhi International Stadium,229,188,121.80851063829788
MA Agarwal,Sardar Patel Stadium,17,10,170.0
MA Agarwal,Sawai Mansingh Stadium,37,41,90.2439024390244
MA Agarwal,Sharjah Cricket Stadium,219,131,167.17557251908397
MA Agarwal,Sheikh Zayed Stadium,109,79,137.9746835443038
MA Agarwal,Wankhede Stadium,235,169,139.0532544378698
MA Khote,Dr DY Patil Sports Academy,7,10,70.0
MA Khote,MA Chidambaram Stadium,9,5,180.0
MA Khote,Punjab Cricket Association Stadium,8,7,114.28571428571428
MA Starc,Dubai International Cricket Stadium,8,17,47.05882352941176
MA Starc,Eden Gardens,12,8,150.0
MA Starc,JSCA International Stadium Complex,1,1,100.0
MA Starc,M Chinnaswamy Stadium,45,39,115.38461538461537
MA Starc,MA Chidambaram Stadium,1,7,14.285714285714285
MA Starc,Rajiv Gandhi International Stadium,6,6,100.0
MA Starc,Sheikh Zayed Stadium,18,16,112.5
MA Starc,Wankhede Stadium,5,4,125.0
MA Wood,M Chinnaswamy Stadium,1,2,50.0
MA Wood,MA Chidambaram Stadium,10,3,333.33333333333337
MA Wood,Wankhede Stadium,1,3,33.33333333333333
MC Henriques,Barabati Stadium,11,5,220.00000000000003
MC Henriques,Brabourne Stadium,20,21,95.23809523809523
MC Henriques,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,18,15,120.0
MC Henriques,Dubai International Cricket Stadium,3,3,100.0
MC Henriques,Eden Gardens,65,53,122.64150943396226
MC Henriques,Feroz Shah Kotla,93,67,138.80597014925374
MC Henriques,Green Park,4,2,200.0
MC Henriques,JSCA International Stadium Complex,11,11,100.0
MC Henriques,Kingsmead,30,24,125.0
MC Henriques,M Chinnaswamy Stadium,42,41,102.4390243902439
MC Henriques,MA Chidambaram Stadium,14,17,82.35294117647058
MC Henriques,Maharashtra Cricket Association Stadium,55,28,196.42857142857142
MC Henriques,Narendra Modi Stadium,2,3,66.66666666666666
MC Henriques,New Wanderers Stadium,2,8,25.0
MC Henriques,Newlands,6,8,75.0
MC Henriques,Punjab Cricket Association IS Bindra Stadium,7,6,116.66666666666667
MC Henriques,Punjab Cricket Association Stadium,46,39,117.94871794871796
MC Henriques,Rajiv Gandhi International Stadium,365,282,129.43262411347519
MC Henriques,Sardar Patel Stadium,9,13,69.23076923076923
MC Henriques,Sawai Mansingh Stadium,22,18,122.22222222222223
MC Henriques,Shaheed Veer Narayan Singh International Stadium,92,59,155.9322033898305
MC Henriques,Sharjah Cricket Stadium,12,9,133.33333333333331
MC Henriques,Subrata Roy Sahara Stadium,27,13,207.6923076923077
MC Juneja,Eden Gardens,8,9,88.88888888888889
MC Juneja,Feroz Shah Kotla,51,63,80.95238095238095
MC Juneja,Wankhede Stadium,49,40,122.50000000000001
MD Mishra,Barabati Stadium,1,3,33.33333333333333
MD Mishra,Brabourne Stadium,5,6,83.33333333333334
MD Mishra,Dr DY Patil Sports Academy,61,59,103.38983050847457
MD Mishra,Eden Gardens,29,16,181.25
MD Mishra,Feroz Shah Kotla,25,19,131.57894736842107
MD Mishra,Himachal Pradesh Cricket Association Stadium,20,21,95.23809523809523
MD Mishra,M Chinnaswamy Stadium,9,11,81.81818181818183
MD Mishra,MA Chidambaram Stadium,9,9,100.0
MD Mishra,Subrata Roy Sahara Stadium,4,4,100.0
MD Mishra,Vidarbha Cricket Association Stadium,62,48,129.16666666666669
MD Mishra,Wankhede Stadium,12,10,120.0
MD Shanaka,M Chinnaswamy Stadium,0,3,0.0
MD Shanaka,MA Chidambaram Stadium,17,16,106.25
MD Shanaka,Narendra Modi Stadium,9,7,128.57142857142858
MDKJ Perera,Feroz Shah Kotla,14,12,116.66666666666667
MDKJ Perera,Subrata Roy Sahara Stadium,0,1,0.0
MEK Hussey,Brabourne Stadium,39,33,118.18181818181819
MEK Hussey,Dr DY Patil Sports Academy,9,17,52.94117647058824
MEK Hussey,Dubai International Cricket Stadium,17,22,77.27272727272727
MEK Hussey,Eden Gardens,116,127,91.33858267716536
MEK Hussey,Feroz Shah Kotla,151,108,139.8148148148148
MEK Hussey,Himachal Pradesh Cricket Association Stadium,7,10,70.0
MEK Hussey,JSCA International Stadium Complex,56,46,121.73913043478262
MEK Hussey,M Chinnaswamy Stadium,106,88,120.45454545454545
MEK Hussey,MA Chidambaram Stadium,848,674,125.81602373887239
MEK Hussey,Nehru Stadium,8,10,80.0
MEK Hussey,Punjab Cricket Association Stadium,209,125,167.2
MEK Hussey,Rajiv Gandhi International Stadium,67,41,163.41463414634146
MEK Hussey,Sardar Patel Stadium,56,39,143.5897435897436
MEK Hussey,Sawai Mansingh Stadium,105,102,102.94117647058823
MEK Hussey,Sharjah Cricket Stadium,10,18,55.55555555555556
MEK Hussey,Sheikh Zayed Stadium,3,13,23.076923076923077
MEK Hussey,Subrata Roy Sahara Stadium,5,8,62.5
MEK Hussey,Vidarbha Cricket Association Stadium,8,11,72.72727272727273
MEK Hussey,Wankhede Stadium,157,118,133.05084745762713
MF Maharoof,Eden Gardens,12,15,80.0
MF Maharoof,Feroz Shah Kotla,67,44,152.27272727272728
MF Maharoof,M Chinnaswamy Stadium,13,8,162.5
MF Maharoof,New Wanderers Stadium,18,13,138.46153846153845
MF Maharoof,OUTsurance Oval,3,8,37.5
MF Maharoof,Punjab Cricket Association Stadium,19,13,146.15384615384613
MF Maharoof,Sawai Mansingh Stadium,39,16,243.75
MF Maharoof,Wankhede Stadium,6,6,100.0
MG Bracewell,Eden Gardens,19,18,105.55555555555556
MG Bracewell,M Chinnaswamy Stadium,26,16,162.5
MG Bracewell,Rajiv Gandhi International Stadium,4,4,100.0
MG Bracewell,Sawai Mansingh Stadium,9,9,100.0
MG Johnson,Arun Jaitley Stadium,12,6,200.0
MG Johnson,Barabati Stadium,25,18,138.88888888888889
MG Johnson,Eden Gardens,15,17,88.23529411764706
MG Johnson,Feroz Shah Kotla,10,19,52.63157894736842
MG Johnson,M Chinnaswamy Stadium,17,16,106.25
MG Johnson,MA Chidambaram Stadium,1,2,50.0
MG Johnson,Maharashtra Cricket Association Stadium,1,6,16.666666666666664
MG Johnson,Punjab Cricket Association IS Bindra Stadium,1,2,50.0
MG Johnson,Punjab Cricket Association Stadium,12,10,120.0
MG Johnson,Rajiv Gandhi International Stadium,13,14,92.85714285714286
MG Johnson,Sawai Mansingh Stadium,11,9,122.22222222222223
MG Johnson,Sharjah Cricket Stadium,4,6,66.66666666666666
MG Johnson,Sheikh Zayed Stadium,0,1,0.0
MG Johnson,Wankhede Stadium,32,30,106.66666666666667
MJ Clarke,Barabati Stadium,41,31,132.25806451612902
MJ Clarke,Eden Gardens,1,2,50.0
MJ Clarke,Subrata Roy Sahara Stadium,56,61,91.80327868852459
MJ Guptill,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,84,61,137.70491803278688
MJ Guptill,Green Park,7,9,77.77777777777779
MJ Guptill,M Chinnaswamy Stadium,9,10,90.0
MJ Guptill,M.Chinnaswamy Stadium,30,23,130.43478260869566
MJ Guptill,Maharashtra Cricket Association Stadium,0,1,0.0
MJ Guptill,Punjab Cricket Association IS Bindra Stadium,87,59,147.45762711864407
MJ Guptill,Rajiv Gandhi International Stadium,2,4,50.0
MJ Guptill,Wankhede Stadium,36,17,211.76470588235296
MJ Lumb,Feroz Shah Kotla,0,2,0.0
MJ Lumb,M Chinnaswamy Stadium,10,17,58.82352941176471
MJ Lumb,MA Chidambaram Stadium,37,26,142.30769230769232
MJ Lumb,Punjab Cricket Association Stadium,41,30,136.66666666666666
MJ Lumb,Sardar Patel Stadium,75,49,153.0612244897959
MJ Lumb,Sawai Mansingh Stadium,100,55,181.8181818181818
MJ Lumb,Vidarbha Cricket Association Stadium,15,10,150.0
MJ Lumb,Wankhede Stadium,0,2,0.0
MJ McClenaghan,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12,13,92.3076923076923
MJ McClenaghan,Eden Gardens,20,8,250.0
MJ McClenaghan,Feroz Shah Kotla,0,1,0.0
MJ McClenaghan,M Chinnaswamy Stadium,0,1,0.0
MJ McClenaghan,M.Chinnaswamy Stadium,1,4,25.0
MJ McClenaghan,Punjab Cricket Association IS Bindra Stadium,0,2,0.0
MJ McClenaghan,Rajiv Gandhi International Stadium,2,3,66.66666666666666
MJ McClenaghan,Sawai Mansingh Stadium,0,1,0.0
MJ McClenaghan,Wankhede Stadium,49,35,140.0
MJ Santner,Brabourne Stadium,1,2,50.0
MJ Santner,Dr DY Patil Sports Academy,11,9,122.22222222222223
MJ Santner,MA Chidambaram Stadium,23,20,114.99999999999999
MJ Santner,Narendra Modi Stadium,1,3,33.33333333333333
MJ Santner,Sawai Mansingh Stadium,10,3,333.33333333333337
MJ Santner,Wankhede Stadium,10,16,62.5
MK Lomror,Arun Jaitley Stadium,62,32,193.75
MK Lomror,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,3,4,75.0
MK Lomror,Brabourne Stadium,22,11,200.0
